,box_coord,obj_contour
366,[[ 31 112  56 349]],"[[136.97883065  76.22278226   8.35383065   5.68649194  21.09778226
    1.24092742  16.35584677  64.36794355 132.53326613 176.69254032
  212.84979839 247.22883065 263.82560484 281.31149194 287.23891129
  292.57358871 291.38810484 272.4203629  272.4203629  265.90020161
  264.12197581 197.73487903 197.43850806 163.35584677 163.05947581
  155.94657258 155.94657258 139.05342742 139.05342742 136.38608871
  137.27520161]
 [ 72.02620968  72.91532258  59.57862903  51.28024194  49.7983871
    1.19354839   1.19354839  44.46370968  41.79637097  43.57459677
   42.3891129   41.79637097  41.79637097  48.31653226  53.05846774
   57.80040323  61.06048387  67.58064516  78.54637097  79.1391129
   69.9516129   69.9516129   78.25        77.65725806  70.84072581
   70.84072581  81.21370968  80.91733871  71.72983871  71.72983871
   71.43346774]]"
367,[[ 86 162  62 339]],"[[135.71673387 104.3296371   33.70866935  28.94455645   1.20060484
   42.95665323  19.97681452  31.18649194  68.73891129 106.85181452
  160.93850806 201.57358871 223.71270161 241.08770161 260.14415323
  269.3921371  275.27721774 275.27721774 266.30947581 266.30947581
  252.8578629  253.97883065 245.85181452 244.1703629  223.43245968
  223.15221774 190.92439516 188.68245968 178.59375    179.71471774
  163.46068548 162.05947581 149.72883065 149.72883065 132.63407258
  135.15625    135.15625   ]
 [ 63.94153226  72.62903226  74.87096774  69.8266129   67.02419355
   62.82056452  14.89919355  11.81653226  41.24193548  41.80241935
   25.82862903  15.17943548   9.0141129    4.81048387   4.53024194
    9.57459677  13.49798387  19.10282258  23.02620968  30.87298387
   30.87298387  47.96774194  47.40725806  31.71370968  36.47782258
   58.33669355  57.21572581  49.92943548  52.17137097  73.18951613
   74.03024194  68.42540323  68.70564516  76.27217742  75.71169355
   63.94153226  63.94153226]]"
368,[[ 27 135  55 343]],"[[125.33518145  85.13155242  29.77872984  28.32207661   2.10231855
   39.39264113  23.36945565  38.80997984  72.31300403  81.34425403
  157.38155242 196.71118952 229.04889113 249.15070565 269.25252016
  280.03175403 287.89768145 287.02368952 279.44909274 261.96925403
  261.38659274 247.69405242 246.82006048 225.84425403 224.67893145
  193.79788306 192.34122984 175.73538306 175.73538306 122.13054435
  124.16985887 124.16985887]
 [ 86.46370968  85.00705645  69.27520161  66.07056452  61.40927419
   58.78729839   3.72580645   4.0171371   51.7953629   55.87399194
   55.29133065  55.29133065  56.45665323  58.78729839  61.99193548
   71.31451613  80.34576613  85.00705645  88.50302419  88.50302419
  105.9828629  105.9828629   88.21169355  88.21169355  96.66028226
   94.91229839  89.66834677  89.08568548 103.06955645 102.48689516
   86.46370968  86.46370968]]"
369,[[ 27  90  51 348]],"[[114.20262097  54.12197581  55.32358871   2.15221774  21.07762097
   27.08568548  43.00705645  57.72681452  87.7671371  208.52923387
  227.4546371  247.88205645 273.11592742 295.94657258 295.94657258
  208.8296371  208.8296371  200.41834677 198.01512097 125.31754032
  128.32157258 106.99294355 106.69254032 113.30141129 113.00100806
  110.89818548]
 [ 48.72177419  46.61895161  40.01008065  29.79637097  25.29032258
    2.76008065   0.95766129  16.57862903  26.79233871  28.59475806
   28.59475806  30.99798387  34.60282258  40.6108871   43.31451613
   45.11693548  60.4375      60.73790323  43.0141129   45.41733871
   58.03427419  58.03427419  52.02620968  52.02620968  48.42137097
   41.21169355]]"
370,[[ 28 131  55 350]],"[[142.97983871  86.58467742  36.45564516  32.27822581   3.33467742
   39.14112903  26.90725806  38.84274194  73.45564516  99.71370968
  171.02822581 236.97177419 262.03629032 291.27822581 292.47177419
  292.47177419 274.86693548 274.86693548 263.8266129  265.31854839
  254.875      254.875      209.81854839 209.81854839 159.09274194
  155.81048387 154.91532258 141.78629032 142.08467742 142.08467742]
 [ 88.00806452  84.42741935  67.71774194  60.55645161  56.67741935
   53.69354839   1.47580645   2.66935484  43.5483871   52.5
   54.29032258  56.08064516  57.27419355  73.98387097  75.47580645
   82.04032258  88.30645161  93.08064516  93.37903226  99.94354839
   99.94354839  91.58870968  91.58870968  97.85483871  99.34677419
   99.34677419 102.03225806 101.73387097  87.70967742  87.70967742]]"
371,[[ 32 122  52 354]],"[[134.74243952  90.14768145  15.3140121   15.3140121    2.17993952
   30.58618952  13.17590726  26.00453629  69.68296371 132.60433468
  207.13256048 261.80695565 278.60635081 299.07106855 301.51461694
  301.51461694 284.10433468 282.27167339 278.91179435 279.2172379
  270.359375   269.7484879  221.79385081 221.79385081 175.0609879
  175.671875   139.01864919 139.62953629 133.52066532 133.52066532]
 [ 76.84979839  77.15524194  60.35584677  56.99596774  51.19254032
   51.19254032   3.23790323   3.23790323  46.91633065  47.52721774
   49.97076613  49.35987903  51.19254032  60.96673387  64.02116935
   69.21370968  75.0171371   78.68245968  78.68245968  88.15120968
   88.15120968  77.15524194  78.07157258  85.40221774  83.875
   89.37298387  87.84576613  76.84979839  76.84979839  76.84979839]]"
372,[[ 27 106  62 350]],"[[143.6890121   91.83215726  10.8422379    5.30695565  15.79485887
    2.68497984  23.078125    69.98235887 199.33316532 228.75756048
  260.22127016 280.61441532 284.69304435 286.14969758 283.81905242
  279.74042339 262.26058468 262.84324597 253.52066532 253.22933468
  199.33316532 199.33316532 179.23135081 179.23135081 166.70413306
  166.70413306 141.94102823 143.39768145 143.39768145 143.39768145]
 [ 69.63306452  67.88508065  47.49193548  41.95665323  41.66532258
    2.91834677   2.91834677  41.66532258  41.66532258  37.2953629
   37.58669355  46.90927419  50.11391129  53.60987903  59.43649194
   63.22379032  66.42842742  76.625       76.625       67.30241935
   68.46774194  74.58568548  74.58568548  71.38104839  71.38104839
   78.08165323  78.08165323  70.7983871   70.21572581  69.63306452]]"
373,[[ 27 114  53 351]],"[[142.01260081  69.07106855   7.58316532   4.87046371  19.63961694
    1.55493952  13.30997984  63.04284274 119.40675403 177.57913306
  218.26965726 249.91784274 268.30393145 289.10131048 297.23941532
  297.23941532 283.07308468 275.23639113 275.23639113 268.90675403
  268.90675403 195.66381048 195.66381048 142.01260081 142.01260081
  143.51965726]
 [ 76.44959677  74.64112903  60.1733871   52.63810484  48.71975806
    2.90524194   3.20665323  46.60987903  44.80141129  45.10282258
   44.80141129  43.89717742  43.89717742  51.13104839  57.15927419
   63.1875      69.81854839  71.32560484  81.57358871  81.57358871
   71.92842742  74.33971774  85.49193548  86.69758065  76.75100806
   76.14818548]]"
374,[[ 27 113  61 350]],"[[112.02721774  84.54737903   6.49294355   2.98487903  14.97076613
    1.52318548  18.77116935  66.13004032 117.58165323 145.35383065
  186.57358871 215.80745968 238.31754032 254.10383065 266.96673387
  285.96875    288.30745968 288.30745968 275.15221774 259.07358871
  257.90423387 249.71875    249.42641129 193.00504032 193.29737903
  113.19657258 112.31955645 112.31955645 114.36592742]
 [ 72.06451613  70.89516129  50.72379032  44.29233871  40.49193548
    3.65725806   3.36491935  42.24596774  45.46169355  45.46169355
   45.16935484  43.41532258  43.70766129  43.70766129  48.67741935
   59.49395161  63.00201613  66.21774194  74.98790323  77.03427419
   86.3891129   86.3891129   76.44959677  75.57258065  82.29637097
   79.66532258  72.64919355  71.77217742  70.31048387]]"
375,[[ 27 135  42 347]],"[[143.16633065  23.17237903   2.50504032  52.78528226  37.6703629
   50.31754032  87.95060484 144.40020161 215.96471774 264.08568548
  281.66834677 298.32560484 302.95262097 303.87802419 281.35987903
  281.05141129 271.18044355 270.87197581 250.51310484 250.2046371
  216.58165323 216.27318548 195.29737903 195.29737903 143.47479839
  143.16633065 137.61391129]
 [ 93.55846774  67.64717742  57.15927419  56.23387097   3.17741935
    3.17741935  53.45766129  55.30846774  58.39314516  61.47782258
   64.5625      73.81653226  79.36895161  85.53830645  94.79233871
  107.13104839 107.13104839  93.86693548  94.17540323  99.1108871
   99.72782258  93.25        94.48387097 103.73790323 104.35483871
   93.86693548  71.04032258]]"
376,[[ 80 157  68 350]],"[[ 22.32409274   1.78377016  24.32106855  38.29989919  61.4077621
   90.79183468 143.56905242 153.26864919 170.38558468 170.95614919
  188.92893145 188.35836694 193.77872984 200.34022177 227.72731855
  240.56502016 255.9702621  273.94304435 279.93397177 281.07510081
  271.37550403 240.2797379  193.20816532 174.66481855 172.66784274
  160.40070565 158.6890121  130.73135081  98.20917339  13.48034274
   13.48034274  22.03881048  22.03881048]
 [ 64.89012097  29.51512097  24.38004032  37.50302419  46.91733871
   48.05846774  33.79435484   7.26310484   1.84274194  18.10383065
   16.67741935   2.98387097  16.3921371   19.53024194  15.25100806
   11.25705645  11.25705645  19.53024194  19.53024194  24.38004032
   33.22379032  41.78225806  52.05241935  59.75504032  65.17540323
   67.45766129  63.17842742  65.74596774  74.01915323  76.01612903
   69.4546371   64.31955645  64.31955645]]"
377,[[ 27 128  58 347]],"[[114.07358871  72.85383065  29.2953629    6.49294355   2.98487903
    2.98487903  10.58568548   3.86189516  19.35584677  44.2046371
   86.88608871  86.88608871  93.31754032 175.17237903 235.39415323
  254.39616935 265.79737903 279.8296371  285.67641129 289.47681452
  288.8921371  279.24495968 258.78125    249.71875    249.42641129
  239.19455645 238.60987903 195.05141129 194.17439516 164.94052419
  163.18649194 151.78528226 151.49294355 109.10383065 109.39616935
  114.07358871 113.78125    113.78125   ]
 [ 85.70362903  85.70362903  71.67137097  64.94758065  60.85483871
   55.00806452  48.86895161   2.09475806   2.38709677  33.08266129
   34.25201613  50.62298387  52.37701613  52.66935484  52.66935484
   54.71572581  57.6391129   64.94758065  69.625       74.30241935
   79.27217742  82.19556452  85.11895161  85.70362903  94.76612903
   95.05846774  86.87298387  86.87298387  93.30443548  93.30443548
   86.87298387  86.87298387 100.32056452  99.15120968  89.50403226
   89.50403226  85.11895161  85.11895161]]"
378,[[ 39 150  65 359]],"[[161.23336694 124.35836694 109.78679435  22.6547379   22.35735887
   26.52066532   1.83820565  18.78881048  43.76864919  61.61139113
  112.16582661 123.76360887 107.4077621  106.81300403 122.57409274
  163.01764113 177.29183468 182.94203629 181.75252016 187.70010081
  196.02671371 194.83719758 217.140625   245.09425403 259.07106855
  274.83215726 292.37752016 292.97227823 288.80897177 277.21118952
  277.21118952 268.88457661 266.80292339 183.83417339 181.45514113
  165.39667339 165.69405242 160.04385081 160.04385081]
 [ 89.50907258  89.21169355  88.61693548  68.09778226  62.44758065
   61.25806452   3.56653226   2.37701613  11.2983871   45.79435484
   55.31048387  46.3891129   13.67741935  11.2983871   11.59576613
   44.01008065  44.60483871  45.19959677  27.05947581  27.65423387
   45.79435484  57.98689516  57.98689516  58.87903226  59.47379032
   68.39516129  80.58770161  84.75100806  87.42741935  88.31955645
   99.61995968 100.21471774  88.91431452  89.80645161 110.02822581
  110.02822581  88.61693548  88.61693548  88.61693548]]"
379,[[ 31 117  56 348]],"[[136.80997984 109.34122984  27.52570565  24.86743952   1.23840726
   13.05292339  37.86340726  25.45816532  42.58921371  73.30695565
   83.94002016  92.21018145  61.19707661  75.96522177 145.67086694
  192.33820565 226.00957661 257.02268145 270.3140121  287.74042339
  290.98941532 290.69405242 281.24243952 270.9047379  261.7484879
  261.1577621  250.22933468 250.22933468 233.39364919 232.50756048
  196.17792339 195.88256048 186.13558468 185.54485887 164.57409274
  165.75554435 158.07610887 157.48538306 138.28679435 139.17288306
  136.21925403 139.17288306]
 [ 67.92439516  69.40120968  54.33770161  49.02116935  40.16028226
   38.38810484  42.81854839   4.71673387   2.64919355  35.72983871
   40.75100806  39.56955645  15.64516129  13.87298387  34.25302419
   29.52721774  26.57358871  23.02923387  25.09677419  31.89012097
   35.72983871  40.75100806  46.06754032  52.27016129  52.8608871
   68.81048387  68.81048387  56.10987903  57.88205645  75.60383065
   75.60383065  69.10584677  72.35483871  84.16935484  84.46471774
   72.05947581  72.05947581  75.30846774  74.71774194  68.21975806
   68.21975806  67.92439516]]"
380,[[ 31 119  49 352]],"[[ 26.7016129   25.16935484   0.95967742  14.44354839  33.75
   19.34677419  33.44354839  37.73387097  44.16935484 128.13709677
  157.25       178.7016129  212.71774194 249.49193548 279.21774194
  288.10483871 302.50806452 302.50806452 276.15322581 273.39516129
  264.81451613 264.2016129  226.81451613 220.99193548 223.44354839
  204.13709677 204.13709677 173.49193548 173.7983871  168.58870968
  167.97580645 148.36290323 148.05645161 110.36290323  26.39516129
   26.08870968  41.41129032]
 [ 58.17741935  52.0483871   39.79032258  38.25806452  42.5483871
   13.12903226  10.37096774   2.40322581   2.40322581  28.4516129
   37.9516129   34.58064516  28.14516129  25.38709677  25.38709677
   29.37096774  38.87096774  43.46774194  56.33870968  70.74193548
   70.74193548  59.40322581  61.85483871  63.38709677  81.16129032
   81.16129032  87.90322581  85.75806452  77.79032258  77.79032258
   81.77419355  80.85483871  70.74193548  71.0483871   59.70967742
   57.56451613  54.19354839]]"
381,[[ 26 116  59 353]],"[[130.00856855  35.14465726  34.84727823   1.54082661  14.92288306
   31.57610887  49.71622984  75.58820565 100.86542339 114.8422379
  107.4077621  122.27671371 141.90372984 212.38256048 253.1234879
  265.31602823 276.61643145 284.64566532 292.97227823 294.16179435
  294.16179435 286.42993952 274.83215726 274.83215726 261.74747984
  264.1265121  255.50252016 253.71824597 203.16381048 181.45514113
  161.828125   161.828125   161.23336694 148.44606855 148.44606855
  129.11643145 128.81905242]
 [ 70.68245968  53.43447581  45.40524194   3.77217742   3.47479839
    7.93548387   7.93548387  32.02318548  37.6733871   37.07862903
   27.26512097  26.96774194  37.37600806  36.48387097  36.18649194
   36.48387097  42.13407258  45.70262097  50.46068548  52.54233871
   58.48991935  63.84274194  65.3296371   70.68245968  71.27721774
   78.11693548  78.11693548  66.51915323  68.30342742  68.30342742
   79.30645161  87.03830645  88.52520161  88.52520161  82.28024194
   69.79032258  69.49294355]]"
382,[[ 30 142  57 352]],"[[142.08467742 105.68145161  33.77016129  22.43145161   2.43951613
   12.28629032  16.16532258  48.09274194  53.76209677  55.55241935
   77.33467742  90.76209677 121.19758065 102.69758065 108.06854839
   96.72983871 110.15725806 193.40725806 242.34274194 260.84274194
  275.76209677 294.26209677 295.45564516 285.31048387 276.06048387
  276.06048387 268.60080645 266.81048387 221.15725806 219.06854839
  205.64112903 185.05241935 179.38306452 178.78629032 158.49596774
  158.79435484 142.38306452 142.38306452 146.26209677]
 [ 93.10483871  91.31451613  68.93548387  17.61290323   4.18548387
    3.29032258   2.99193548  17.31451613  17.01612903  17.01612903
   49.54032258  55.80645161  53.71774194  38.5         35.51612903
   28.35483871  28.35483871  59.08870968  62.07258065  64.16129032
   75.2016129   87.43548387  90.41935484  95.49193548  97.87903226
  107.72580645 107.72580645  97.87903226  96.98387097 104.74193548
  105.33870968  99.07258065  99.07258065 110.41129032 110.70967742
   97.58064516  97.87903226  93.7016129   83.25806452]]"
